work_id,work_name,work_type,district,lat,lon,sanctioned_amount,expenditure,physical_progress_pct,financial_progress_pct,start_date,end_date,actual_end_date,num_payment_txns,max_single_txn_pct_of_sanctioned,vendor_id,is_fraud_label
WRK00141,Water Supply at District_6 Sector 27,Water Supply,District_6,20.02776801142543,78.01546957850785,6091532.6,3265500.38,45.8,51.8,2023-10-04,2024-11-03,,3,10.7,VEND_052,0
WRK00142,Anganwadi Center at District_2 Sector 9,Anganwadi Center,District_2,21.84199613025664,79.81184776943596,5515748.5,1240582.02,29.4,23.0,2023-05-15,2024-02-23,,14,24.0,VEND_012,0
WRK00143,Road Construction at District_9 Sector 31,Road Construction,District_9,20.270913932539887,78.28172652029428,570332.37,483977.74,80.4,86.9,2024-02-22,2024-12-15,,4,16.1,VEND_009,0
WRK00144,Community Hall at District_4 Sector 24,Community Hall,District_4,22.04265839589163,80.05298893955371,12822594.43,8366151.82,79.6,66.9,2023-05-19,2024-02-07,,5,17.8,VEND_046,0
WRK00145,Water Supply at District_7 Sector 30,Water Supply,District_7,19.92732003600342,77.93688053505714,5427918.41,4428396.13,71.9,81.4,2023-01-03,2023-07-24,,14,25.5,VEND_006,0
WRK00146,Water Supply at District_2 Sector 6,Water Supply,District_2,21.718954324084592,79.68278283457906,897747.91,236656.51,37.3,26.0,2023-04-05,2023-12-25,,7,12.7,VEND_058,0
WRK00147,Water Supply at District_2 Sector 16,Water Supply,District_2,21.81604248231623,79.81193003954643,582453.81,552413.82,87.7,97.8,2023-05-03,2023-08-27,,11,16.9,VEND_028,0
WRK00148,School Building at District_3 Sector 37,School Building,District_3,20.909763151573987,78.88911576532827,2332538.59,1578009.46,64.1,64.8,2024-02-06,2024-11-08,,5,25.3,VEND_014,0
WRK00149,Drainage at District_5 Sector 3,Drainage,District_5,22.7162006262095,80.66199049556906,559812.59,521802.5,88.5,90.0,2023-03-22,2023-11-01,,12,5.0,VEND_014,0
WRK00150,Road Construction at District_7 Sector 3,Road Construction,District_7,20.05389216778726,77.93900621275792,589991.72,478774.52,70.7,79.3,2023-11-06,2024-08-08,,3,29.7,VEND_052,0
WRK00151,Irrigation Canal at District_3 Sector 34,Irrigation Canal,District_3,20.826444238280754,78.92515243341884,471963.72,168039.5,35.2,35.6,2024-01-10,2024-08-18,,3,31.7,VEND_024,0
WRK00152,Drainage at District_10 Sector 32,Drainage,District_10,22.67466986520144,80.76364413843774,5694929.63,2190139.51,33.7,36.8,2024-01-04,2024-06-20,,8,27.5,VEND_055,0
WRK00153,Anganwadi Center at District_2 Sector 24,Anganwadi Center,District_2,21.744993222313784,79.79486689544797,6466571.87,4396919.71,69.5,69.5,2023-08-25,2024-01-30,,3,13.0,VEND_023,0
WRK00154,Anganwadi Center at District_8 Sector 36,Anganwadi Center,District_8,20.606756172593407,78.62250103367109,968428.27,613216.68,72.3,66.5,2024-01-21,2024-07-01,,9,5.0,VEND_043,0
WRK00155,Irrigation Canal at District_4 Sector 21,Irrigation Canal,District_4,22.16142104061401,80.06802483045563,3081375.29,2035266.53,62.2,69.2,2023-06-24,2024-05-11,,2,5.0,VEND_052,0
WRK00156,Community Hall at District_3 Sector 5,Community Hall,District_3,20.908921259876205,78.8375470014661,2974087.43,991450.13,30.2,31.9,2023-09-23,2024-08-25,,5,15.1,VEND_038,0
WRK00157,Community Hall at District_5 Sector 6,Community Hall,District_5,22.7118413058394,80.79514537311371,560109.8,314863.82,61.7,57.1,2023-08-13,2024-02-15,,4,26.4,VEND_009,0
WRK00158,Anganwadi Center at District_4 Sector 4,Anganwadi Center,District_4,22.106329835513886,80.07081598215969,8845673.54,6329935.91,85.9,74.8,2023-06-16,2023-12-13,,4,39.2,VEND_005,0
WRK00159,Bridge at District_1 Sector 28,Bridge,District_1,21.152973489224937,79.17353638466501,557728.0,356954.93,64.4,62.7,2024-01-23,2024-08-26,,13,14.8,VEND_021,0
WRK00160,Water Supply at District_3 Sector 35,Water Supply,District_3,20.890522224423034,78.85901230356146,4383828.87,2886304.72,75.1,64.6,2023-05-11,2024-03-30,,5,12.3,VEND_005,0
WRK00161,Drainage at District_11 Sector 18,Drainage,District_11,20.875412629013493,78.94464279081615,3137245.78,1970815.85,53.7,62.5,2023-12-11,2024-04-13,,5,37.1,VEND_037,0
WRK00162,Irrigation Canal at District_2 Sector 13,Irrigation Canal,District_2,21.803520956366366,79.74118998416783,5706470.31,2341865.5,44.0,42.8,2023-12-04,2024-09-07,,2,28.4,VEND_027,0
WRK00163,Community Hall at District_10 Sector 39,Community Hall,District_10,22.67743077745178,80.70360088209586,10495971.13,6332881.88,70.9,60.2,2023-08-25,2023-12-18,,10,8.8,VEND_044,0
WRK00164,Road Construction at District_2 Sector 6,Road Construction,District_2,21.804771951924387,79.67818121683763,2616883.23,1886028.65,87.2,74.4,2024-04-05,2024-12-23,,8,30.2,VEND_006,0
WRK00165,Road Construction at District_8 Sector 8,Road Construction,District_8,20.613692119915424,78.58496177075766,2040186.36,1134692.6,62.0,57.5,2024-01-02,2024-06-06,,9,19.6,VEND_020,0
WRK00166,Community Hall at District_5 Sector 29,Community Hall,District_5,22.6795175535816,80.70461770191272,626447.96,483274.06,65.8,73.5,2023-04-26,2024-05-12,,8,5.0,VEND_017,0
WRK00167,School Building at District_5 Sector 15,School Building,District_5,22.708508847159596,80.67689364624138,6475695.22,2899825.97,59.8,42.9,2024-05-11,2024-09-11,,8,32.2,VEND_032,0
WRK00168,Drainage at District_9 Sector 4,Drainage,District_9,20.333689719683388,78.34302648539807,1292523.35,1020631.65,79.9,80.4,2024-05-07,2025-05-16,,13,24.1,VEND_034,0
WRK00169,Irrigation Canal at District_3 Sector 3,Irrigation Canal,District_3,20.910979246358995,78.88706470491572,4833874.82,4111410.8720452883,8.845202682529914,85.05414445228203,2024-01-10,2024-08-18,,6,6.9,VEND_014,1
WRK00170,Drainage at District_2 Sector 32,Drainage,District_2,21.744084709139674,79.7807724944991,8885007.06,5466445.13,59.0,64.4,2023-06-08,2023-11-24,,10,13.1,VEND_002,0
WRK00171,Drainage at District_1 Sector 24,Drainage,District_1,21.219668843512704,79.13015189711244,1021425.76,852969.52,85.5,87.8,2023-08-11,2024-03-06,,2,17.9,VEND_054,0
WRK00172,Irrigation Canal at District_5 Sector 31,Irrigation Canal,District_5,22.711778493531995,80.74359671832597,11624084.11,3313155.24,43.7,29.1,2023-11-26,2024-04-24,,9,38.1,VEND_022,0
WRK00173,Bridge at District_9 Sector 9,Bridge,District_9,20.336242733577812,78.37110531749617,2023047.25,1285376.63,70.3,61.8,2023-12-22,2024-06-29,,7,5.0,VEND_042,0
WRK00174,Road Construction at District_1 Sector 23,Road Construction,District_1,21.16084100691424,79.14315387092948,4106379.54,1494225.61,34.0,37.6,2023-05-03,2024-04-25,,4,9.2,VEND_055,0
WRK00175,Bridge at District_6 Sector 8,Bridge,District_6,20.030146847187762,77.99349869692507,1275964.4,852256.81,67.9,64.2,2024-04-07,2024-12-10,,2,12.2,VEND_033,0
WRK00176,Road Construction at District_10 Sector 8,Road Construction,District_10,22.554142005965147,80.75951528517551,10086268.05,4531816.29,58.7,46.9,2023-11-04,2024-08-17,,9,30.3,VEND_051,0
WRK00177,Water Supply at District_7 Sector 21,Water Supply,District_7,19.997244895047885,77.94038023347788,11665622.37,7659359.75,79.6,65.9,2024-04-29,2024-08-04,,6,11.4,VEND_044,0
WRK00178,Bridge at District_2 Sector 22,Bridge,District_2,21.880211455234253,79.79833526302416,460424.9,188972.61,39.5,40.3,2024-03-01,2024-11-28,,10,5.0,VEND_009,0
WRK00179,Road Construction at District_6 Sector 13,Road Construction,District_6,19.962391956596623,77.95454485556984,1037652.81,597912.66,69.9,55.7,2023-02-05,2023-12-25,,11,22.2,VEND_050,0
WRK00180,Water Supply at District_1 Sector 22,Water Supply,District_1,21.139865170704947,79.18568169320675,621273.25,365153.52,59.6,57.7,2023-02-27,2023-12-27,,8,24.9,VEND_017,0
WRK00181,Bridge at District_6 Sector 5,Bridge,District_6,19.9784770833269,78.039827201526,2349545.41,2103872.08,98.9,88.2,2023-09-18,2024-04-26,2024-04-08,11,22.2,VEND_027,0
WRK00182,School Building at District_3 Sector 14,School Building,District_3,20.908531253926988,78.87197752655985,2472297.06,1162783.89,49.3,47.0,2024-02-28,2024-11-08,,11,11.9,VEND_044,0
WRK00183,Road Construction at District_2 Sector 37,Road Construction,District_2,21.827266163098354,79.81158302221182,5503431.91,4600361.849028523,19.38505981415903,83.59078342859925,2023-05-04,2024-03-25,,5,42.1,VEND_044,1
WRK00184,School Building at District_1 Sector 13,School Building,District_1,21.221700491172506,79.21259272076475,2420357.29,1357501.67,63.1,54.2,2023-02-15,2024-03-17,,8,7.4,VEND_009,0
WRK00185,School Building at District_12 Sector 20,School Building,District_12,20.899490194218746,78.97951094028109,2332261.77,1373158.65,51.8,56.4,2024-01-30,2024-10-02,,11,12.1,VEND_058,0
WRK00186,Anganwadi Center at District_4 Sector 8,Anganwadi Center,District_4,22.033326284063293,80.02640938243378,2349359.22,1606832.11,69.1,65.3,2023-07-26,2024-07-15,,4,26.6,VEND_012,0
WRK00187,Water Supply at District_1 Sector 28,Water Supply,District_1,21.236841826546,79.17687221418377,890660.73,686610.02,70.9,78.3,2023-09-11,2024-07-06,,5,12.4,VEND_039,0
WRK00188,Road Construction at District_5 Sector 10,Road Construction,District_5,22.73302212832742,80.72489614671348,12500456.39,8486182.04,80.3,70.5,2023-08-03,2024-02-15,,14,23.7,VEND_018,0
WRK00189,Anganwadi Center at District_10 Sector 18,Anganwadi Center,District_10,22.609489333945657,80.66986403184849,11567933.05,11590105.58,99.4,100.0,2023-12-09,2025-01-09,2025-02-24,8,18.3,VEND_037,0
WRK00190,Road Construction at District_5 Sector 17,Road Construction,District_5,22.726534696901236,80.69019978510775,854124.72,498566.33,59.8,60.2,2023-01-20,2023-12-11,,5,19.7,VEND_023,0
WRK00191,School Building at District_12 Sector 37,School Building,District_12,20.854243767026023,78.92036319468679,4505285.75,4131500.43,85.4,91.7,2023-01-13,2023-07-12,,11,15.3,VEND_019,0
WRK00192,Drainage at District_1 Sector 37,Drainage,District_1,21.209755198657145,79.23147020030511,2542936.56,2324831.67,80.7,87.7,2024-03-23,2024-07-28,,11,5.0,VEND_059,0
WRK00193,Drainage at District_6 Sector 39,Drainage,District_6,19.914275705225194,77.96430902513906,592546.74,481360.38,93.0,84.6,2023-01-18,2023-12-03,,12,22.1,VEND_025,0
WRK00194,Road Construction at District_11 Sector 29,Road Construction,District_11,20.945561902228444,78.90992893103409,10125513.16,6921964.81,67.2,68.9,2023-07-16,2023-10-28,,13,25.6,VEND_030,0
WRK00195,Water Supply at District_1 Sector 1,Water Supply,District_1,21.203383562903134,79.19859911075521,487982.49,729999.7669373712,73.4,100.0,2023-03-17,2023-12-20,,9,43.4,VEND_047,1
WRK00196,Anganwadi Center at District_6 Sector 14,Anganwadi Center,District_6,19.96005971275535,77.98242376324283,8849892.61,8253777.92,90.2,89.4,2023-09-21,2024-02-28,,12,47.0,VEND_034,0
WRK00197,Community Hall at District_5 Sector 11,Community Hall,District_5,22.665286811887597,80.65286600427343,416881.83,279012.57,63.7,69.6,2024-02-12,2024-10-16,,8,9.2,VEND_053,0
WRK00198,Bridge at District_4 Sector 36,Bridge,District_4,22.116626615654884,80.05952731354513,1021328.01,576341.19,46.1,56.5,2023-12-26,2024-08-18,,4,26.0,VEND_006,0
WRK00199,Road Construction at District_11 Sector 19,Road Construction,District_11,20.81453869480449,78.86308117095615,977582.44,500884.58,59.0,49.3,2023-06-07,2024-04-03,,7,20.5,VEND_042,0
WRK00200,Road Construction at District_8 Sector 34,Road Construction,District_8,20.630150342671335,78.5813295531588,563864.85,181541.7,45.0,31.0,2023-06-19,2024-02-02,,3,18.8,VEND_019,0
WRK00201,School Building at District_12 Sector 13,School Building,District_12,20.927449143703843,78.93630491807232,9844391.9,5151883.83,68.5,53.6,2023-01-31,2023-10-16,,5,20.1,VEND_023,0
WRK00202,School Building at District_3 Sector 28,School Building,District_3,20.87302324090394,78.89115704032136,546879.87,312228.02,59.1,55.5,2023-07-09,2023-12-28,,14,26.1,VEND_026,0
WRK00203,Community Hall at District_12 Sector 24,Community Hall,District_12,20.948979267057798,78.96458432328293,540502.29,356087.12,65.2,64.4,2023-02-16,2023-05-26,,3,5.1,VEND_038,0
WRK00204,Irrigation Canal at District_12 Sector 1,Irrigation Canal,District_12,20.90429967403738,78.86029782291506,2045537.74,1952845.52,76.6,94.1,2024-03-10,2024-07-08,,9,24.9,VEND_012,0
WRK00205,School Building at District_11 Sector 23,School Building,District_11,20.979141472338664,78.85382601100333,6220071.9,2899254.66,46.9,44.5,2023-02-16,2023-12-23,,11,11.9,VEND_037,0
WRK00206,School Building at District_3 Sector 10,School Building,District_3,20.9246148455969,78.86897406896757,410793.81,337152.21,88.3,80.0,2023-12-31,2025-01-02,,2,26.8,VEND_029,0
WRK00207,Water Supply at District_11 Sector 30,Water Supply,District_11,20.84087747138968,78.91659977467285,2747709.85,303541.68,17.5,11.2,2023-08-04,2024-05-16,,13,18.1,VEND_021,0
WRK00208,School Building at District_2 Sector 16,School Building,District_2,21.830422586821484,79.78928625287227,12596227.91,5821530.38,43.2,48.2,2023-09-06,2024-08-22,,2,21.3,VEND_059,0
WRK00209,Bridge at District_4 Sector 9,Bridge,District_4,22.194309457927805,80.07267311034857,2725547.87,2416877.44,87.1,89.3,2023-09-06,2024-01-22,,6,23.6,VEND_052,0
WRK00210,School Building at District_10 Sector 28,School Building,District_10,22.74855031679796,80.62098303410772,834569.08,525235.22,56.5,65.8,2023-03-27,2023-12-02,,11,45.7,VEND_050,0
WRK00211,Road Construction at District_1 Sector 35,Road Construction,District_1,21.184694047577,79.17548889249807,2293379.36,1567878.09,72.4,68.4,2024-03-02,2024-10-23,,9,20.1,VEND_059,0
WRK00212,Bridge at District_5 Sector 14,Bridge,District_5,22.741320365494662,80.71396207769668,1243167.41,863382.66,72.3,70.0,2023-08-27,2023-12-29,,10,42.3,VEND_031,0
WRK00213,Water Supply at District_4 Sector 38,Water Supply,District_4,22.162888947543472,80.15701266404722,4912618.12,1531979.27,20.6,32.4,2023-05-06,2023-08-16,,3,30.0,VEND_051,0
WRK00214,Bridge at District_2 Sector 14,Bridge,District_2,21.81303771920706,79.79831982800219,590562.84,509239.71,81.7,90.1,2023-01-24,2023-06-17,,14,34.8,VEND_045,0
WRK00215,School Building at District_11 Sector 27,School Building,District_11,20.890570693349698,78.94058678549983,464404.36,468883.31,95.0,100.0,2024-05-10,2024-12-08,,4,26.2,VEND_045,0
WRK00216,Anganwadi Center at District_6 Sector 8,Anganwadi Center,District_6,19.940740770973385,77.89067790106247,2371764.95,2484326.64,96.4,100.0,2023-10-05,2024-09-29,,6,16.5,VEND_032,0
WRK00217,Water Supply at District_12 Sector 6,Water Supply,District_12,20.974004960185695,78.95596985809992,8336871.53,3515592.4,43.0,41.1,2023-09-21,2024-09-08,,14,35.9,VEND_054,0
WRK00218,Community Hall at District_12 Sector 8,Community Hall,District_12,20.92522223238312,78.86504890734481,11786747.16,7935661.74,80.8,68.5,2023-11-12,2024-02-28,,12,26.8,VEND_057,0
WRK00219,Irrigation Canal at District_1 Sector 3,Irrigation Canal,District_1,21.233427767162837,79.25615473152207,6494168.48,2221577.44,31.8,34.3,2024-01-14,2024-09-14,,4,8.4,VEND_003,0
WRK00220,Water Supply at District_6 Sector 33,Water Supply,District_6,19.967789587480677,78.02943516391076,1160108.01,491442.04,51.0,44.1,2023-11-25,2024-04-21,,10,22.9,VEND_032,0
WRK00221,Drainage at District_12 Sector 29,Drainage,District_12,20.87321425636153,78.85494829853725,910868.99,901298.86,87.2,98.1,2023-10-24,2024-01-26,,11,13.7,VEND_027,0
WRK00222,Drainage at District_11 Sector 39,Drainage,District_11,20.80694031577472,78.88596332995748,825189.87,861840.15,87.7,100.0,2023-07-04,2024-05-31,,3,19.8,VEND_014,0
WRK00223,Road Construction at District_12 Sector 37,Road Construction,District_12,20.95137905352769,78.84908422338194,11862529.03,5387254.63,45.3,47.5,2023-07-11,2024-06-13,,12,18.7,VEND_053,0
WRK00224,Irrigation Canal at District_8 Sector 33,Irrigation Canal,District_8,20.551419061349353,78.63698462542064,5246500.1,3359360.13,55.8,62.0,2024-02-14,2024-07-14,,2,14.6,VEND_004,0
WRK00225,Anganwadi Center at District_8 Sector 15,Anganwadi Center,District_8,20.558620787963267,78.57947330059925,5156500.15,643371.69,28.2,12.8,2023-11-18,2024-09-14,,7,6.9,VEND_009,0
WRK00226,Bridge at District_1 Sector 2,Bridge,District_1,21.164862252008938,79.1612957057509,1081658.12,643405.9,65.3,61.6,2023-03-23,2024-02-26,,6,23.3,VEND_054,0
WRK00227,Drainage at District_12 Sector 15,Drainage,District_12,20.90182403778071,78.79841902156686,5726238.88,10125281.362507656,100.0,100.0,2023-11-16,2024-07-26,2024-07-07,3,19.0,VEND_048,1
WRK00228,School Building at District_7 Sector 13,School Building,District_7,20.042397937173185,78.06888681181374,2312282.61,1598705.01,65.0,71.5,2023-03-10,2023-11-18,,10,12.4,VEND_033,0
WRK00229,Bridge at District_7 Sector 2,Bridge,District_7,19.99389580560143,77.89037282545964,2356526.36,1832662.69,76.1,78.1,2023-10-02,2024-08-01,,13,32.2,VEND_037,0
WRK00230,Road Construction at District_9 Sector 25,Road Construction,District_9,20.317939804195312,78.3452629700747,4990163.13,5237453.31,99.1,100.0,2023-08-27,2023-12-07,2023-12-17,2,14.1,VEND_045,0
WRK00231,Drainage at District_6 Sector 29,Drainage,District_6,20.02776200371397,77.91442634201347,1229483.12,942434.38,75.9,74.2,2023-12-15,2024-12-27,,3,38.9,VEND_012,0
WRK00232,Road Construction at District_5 Sector 29,Road Construction,District_5,22.681429113195897,80.75411759648959,1025545.08,739847.35,69.9,71.1,2023-03-24,2023-07-19,,7,30.5,VEND_054,0
WRK00233,Road Construction at District_6 Sector 19,Road Construction,District_6,20.030722006144625,78.03156191640336,2514003.97,1926224.73,80.7,80.4,2024-04-20,2025-04-04,,10,16.9,VEND_037,0
WRK00234,Bridge at District_10 Sector 15,Bridge,District_10,22.72498940521479,80.61604447861882,1209629.69,843116.91,72.8,69.7,2024-03-19,2024-11-27,,8,28.4,VEND_051,0
WRK00235,Drainage at District_7 Sector 3,Drainage,District_7,20.017947822032575,78.00230290692886,9141681.16,4394266.57,46.2,47.8,2024-04-24,2025-01-20,,14,5.0,VEND_018,0
WRK00236,Bridge at District_9 Sector 15,Bridge,District_9,20.33199680829004,78.37367065407209,11150759.85,4436004.19,48.7,41.0,2024-03-19,2025-01-19,,8,33.7,VEND_012,0
WRK00237,Community Hall at District_9 Sector 3,Community Hall,District_9,20.2956520012197,78.31699042872452,945525.18,919553.65,93.2,95.7,2024-03-07,2025-02-16,,13,11.7,VEND_059,0
WRK00238,Water Supply at District_3 Sector 27,Water Supply,District_3,20.935649871267252,78.81959070943942,631737.25,215233.48,26.7,35.0,2023-08-15,2024-01-16,,7,34.1,VEND_024,0
WRK00239,Water Supply at District_11 Sector 12,Water Supply,District_11,20.95894772892958,78.85512535145727,3118955.15,789854.15,38.4,25.0,2024-02-07,2024-11-11,,2,14.0,VEND_024,0
WRK00240,Water Supply at District_6 Sector 4,Water Supply,District_6,19.9660510342824,77.99962163516844,604458.83,286908.96,51.3,45.8,2023-08-25,2024-06-25,,11,22.1,VEND_035,0
WRK00241,School Building at District_8 Sector 20,School Building,District_8,20.667653678877105,78.67331014098127,4637811.64,2157238.31,45.3,44.8,2023-12-02,2024-07-29,,8,31.4,VEND_052,0
WRK00242,Bridge at District_3 Sector 1,Bridge,District_3,20.96037125141556,78.88353953008206,12353666.87,19310577.44832271,76.8,100.0,2023-07-16,2024-07-03,,10,10.4,VEND_028,0
WRK00243,Anganwadi Center at District_7 Sector 21,Anganwadi Center,District_7,20.082017704694916,77.97431818696425,3214992.93,1167521.37,27.0,37.3,2023-11-18,2024-03-09,,5,19.8,VEND_059,0
WRK00244,Road Construction at District_5 Sector 7,Road Construction,District_5,22.652473189640713,80.69100299560584,9776407.7,4687707.77,58.1,46.6,2024-02-08,2024-11-30,,7,21.2,VEND_024,0
WRK00245,Anganwadi Center at District_7 Sector 4,Anganwadi Center,District_7,19.99900491645467,77.96721282687838,483523.46,352984.99,74.7,72.8,2023-10-05,2024-06-22,,5,35.7,VEND_034,0
WRK00246,Road Construction at District_12 Sector 37,Road Construction,District_12,20.922699781572348,78.96164318716545,980282.56,356898.7,35.3,36.4,2024-01-18,2024-09-10,,12,17.6,VEND_014,0
WRK00247,Community Hall at District_1 Sector 30,Community Hall,District_1,21.136025160204305,79.14839838774192,2996896.51,2645363.36,84.1,88.0,2024-03-17,2025-03-22,,13,23.9,VEND_055,0
WRK00248,Road Construction at District_8 Sector 9,Road Construction,District_8,20.54439778728204,78.64176884969511,2556581.83,1237874.07,73.0,50.1,2024-04-17,2024-08-12,,10,18.9,VEND_053,0
WRK00249,Road Construction at District_2 Sector 9,Road Construction,District_2,21.796261553921763,79.74298965716744,5285120.49,5142385.93832536,13.766731924751632,97.29931319551355,2023-11-21,2024-03-21,,5,21.8,VEND_021,1
WRK00250,Bridge at District_4 Sector 39,Bridge,District_4,22.108982334039005,80.07073107490135,6337394.54,5832954.94,100.0,89.9,2023-09-27,2024-05-14,2024-05-24,31,53.374933302535624,VEND_005,1
WRK00251,Irrigation Canal at District_7 Sector 5,Irrigation Canal,District_7,19.97986085294469,77.95277885607985,5925988.46,5521882.903588566,8.800817769843064,93.18079069611564,2023-06-18,2024-07-21,,9,5.0,VEND_038,1
WRK00252,Irrigation Canal at District_4 Sector 22,Irrigation Canal,District_4,22.152302612552397,80.07650673753902,4112410.61,1845262.91,44.0,47.1,2023-04-11,2024-04-05,,8,21.1,VEND_046,0
WRK00253,School Building at District_8 Sector 19,School Building,District_8,20.6319379690838,78.61657708475668,2848931.71,1113581.53,51.1,38.2,2023-11-01,2024-02-15,,2,14.6,VEND_050,0
WRK00254,Irrigation Canal at District_10 Sector 11,Irrigation Canal,District_10,22.787632377727547,80.74128568207126,5156997.34,3903689.31,76.5,74.6,2023-04-12,2024-03-23,,8,46.3,VEND_037,0
WRK00255,Bridge at District_1 Sector 30,Bridge,District_1,21.223274838708313,79.14945655410719,4613390.66,3686491.98,75.0,83.5,2024-01-15,2024-06-17,,2,20.1,VEND_037,0
WRK00256,School Building at District_5 Sector 18,School Building,District_5,22.677525828511513,80.77397951868255,2947545.26,1917375.5,54.7,63.5,2023-05-17,2024-06-01,,2,25.6,VEND_041,0
WRK00257,Bridge at District_7 Sector 25,Bridge,District_7,19.96782194375247,77.98701929843271,861928.44,316596.93,45.4,38.5,2024-02-26,2024-09-30,,11,5.0,VEND_001,0
WRK00258,Water Supply at District_1 Sector 4,Water Supply,District_1,21.171511187069417,79.16828345032373,937285.12,492477.01,54.3,54.4,2023-03-14,2023-10-14,,4,27.8,VEND_019,0
WRK00259,Water Supply at District_4 Sector 25,Water Supply,District_4,22.022963275186797,80.1149459076292,3176708.63,2139376.47,65.2,64.3,2023-07-18,2023-11-18,,9,5.0,VEND_033,0
WRK00260,Community Hall at District_12 Sector 39,Community Hall,District_12,20.94903366471637,78.94852489904319,555767.88,360825.79,62.8,67.3,2023-10-09,2024-05-16,,7,20.8,VEND_040,0
WRK00261,School Building at District_8 Sector 18,School Building,District_8,20.629019798242933,78.63659066971604,10839056.93,5367894.8,53.6,48.7,2023-11-03,2024-09-06,,3,18.4,VEND_049,0
WRK00262,School Building at District_3 Sector 24,School Building,District_3,20.912169945820025,78.85890541142285,12996950.18,8052250.08,67.5,64.8,2023-10-05,2023-12-04,,4,26.3,VEND_025,0
WRK00263,Water Supply at District_8 Sector 13,Water Supply,District_8,20.54569632086938,78.53713087625093,903818.59,638726.96,66.3,70.9,2024-04-01,2024-12-21,,11,9.3,VEND_054,0
WRK00264,Community Hall at District_3 Sector 32,Community Hall,District_3,20.787858618919476,78.83389020169564,603718.99,447049.73,72.9,75.4,2024-05-10,2024-09-29,,9,31.4,VEND_039,0
WRK00265,Anganwadi Center at District_11 Sector 10,Anganwadi Center,District_11,20.925575685095957,78.90708283486956,628345.28,310918.51,48.6,52.0,2024-02-02,2024-10-09,,6,13.6,VEND_009,0
WRK00266,Community Hall at District_10 Sector 8,Community Hall,District_10,22.63948006361086,80.74894206706186,9285752.37,7173584.0,81.2,76.7,2024-04-08,2024-12-22,,14,14.6,VEND_012,0
WRK00267,School Building at District_8 Sector 24,School Building,District_8,20.657129461139508,78.6010018645433,604881.99,441832.64,55.3,70.4,2023-04-08,2024-01-25,,4,23.6,VEND_044,0
WRK00268,Community Hall at District_2 Sector 33,Community Hall,District_2,21.891547714437827,79.74901199073092,4151767.96,2533702.0,69.5,59.3,2024-04-26,2025-01-11,,14,29.0,VEND_054,0
WRK00269,Drainage at District_7 Sector 10,Drainage,District_7,19.93247892909723,77.98441802830251,2262608.9,2215719.77,88.6,97.0,2024-03-03,2025-03-31,,8,5.0,VEND_005,0
WRK00270,Water Supply at District_2 Sector 28,Water Supply,District_2,21.762463769086747,79.88213301467181,4198763.91,2502342.4,59.1,58.1,2024-01-15,2024-12-02,,7,24.2,VEND_052,0
WRK00271,Drainage at District_9 Sector 13,Drainage,District_9,20.24151619994878,78.3377430946237,9173361.33,0.0,14.7,0.0,2023-07-19,2024-02-15,,4,21.1,VEND_023,0
WRK00272,Drainage at District_4 Sector 28,Drainage,District_4,22.03654551925701,80.09862833229082,11949529.91,6611443.14,65.6,52.8,2023-07-08,2023-09-06,,3,40.3,VEND_054,1
WRK00273,School Building at District_1 Sector 36,School Building,District_1,21.19733485655044,79.19846280838698,631070.1,416591.76,71.4,65.1,2023-12-03,2024-10-25,,10,43.0,VEND_013,0
WRK00274,Water Supply at District_11 Sector 11,Water Supply,District_11,20.890218883459614,78.91296438207675,553651.55,511708.76,93.4,95.1,2024-03-08,2024-11-06,,8,33.8,VEND_048,0
WRK00275,Bridge at District_6 Sector 1,Bridge,District_6,19.99704788913475,78.11951113553259,1023015.86,605019.14,40.8,59.4,2024-04-01,2024-11-04,,6,32.5,VEND_005,0
WRK00276,Irrigation Canal at District_10 Sector 5,Irrigation Canal,District_10,22.622608358363003,80.68673199458429,4843724.27,3957640.7,86.2,84.0,2023-01-04,2023-10-10,,4,16.5,VEND_018,0
WRK00277,Drainage at District_10 Sector 19,Drainage,District_10,22.74936236764917,80.6716643487345,5134035.45,3020178.59,72.6,56.2,2024-01-08,2024-09-23,,3,24.0,VEND_016,0
WRK00278,School Building at District_2 Sector 13,School Building,District_2,21.800661833640085,79.836786668014,897709.79,636355.9,70.5,69.7,2023-01-28,2024-02-19,,9,23.6,VEND_026,0
WRK00279,Road Construction at District_3 Sector 27,Road Construction,District_3,20.90695558698808,78.8952058198717,11555813.99,9961474.61,90.2,89.2,2023-10-25,2024-08-13,,11,22.0,VEND_059,0
WRK00280,Community Hall at District_4 Sector 27,Community Hall,District_4,22.126142188037452,80.14444915902023,513544.75,193279.44,46.3,39.1,2023-02-01,2023-06-30,,10,8.6,VEND_008,0
WRK00281,Bridge at District_6 Sector 24,Bridge,District_6,19.96640761301194,77.98421052569225,11606844.39,11928246.1,100.0,100.0,2023-09-11,2024-08-01,2024-07-15,6,22.6,VEND_011,0
WRK00282,Anganwadi Center at District_6 Sector 12,Anganwadi Center,District_6,19.957733976751122,78.04295230290889,2918850.56,2315442.19,90.4,83.5,2023-11-16,2024-03-05,,11,5.0,VEND_021,0
WRK00283,Road Construction at District_10 Sector 3,Road Construction,District_10,22.67667917469963,80.6445598512531,414228.3,305560.06,79.8,70.5,2023-02-05,2023-04-06,,13,21.5,VEND_043,1
