work_id,work_name,work_type,district,sanctioned_amount,expenditure,physical_progress_pct,financial_progress_pct,utilisation_pct,cost_overrun_pct,progress_gap,delay_days,payment_irregularity,cost_per_progress,anomaly_score,anomaly_flag,duplicate_risk_score,delay_risk,utilisation_irregularity,fund_diversion_score,risk_score,risk_band,risk_reasons
WRK00269,Drainage at District_7 Sector 10,Drainage,District_7,2262608.9,2215719.77,88.6,97.0,97.92765201268324,-2.0723479873167605,8.400000000000006,533,0.0,25008.123814898423,20.8,0,71.4,100.0,10.080000000000007,5.6700000000000035,31.1,Low,Delayed by 533 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 71/100) | Anomaly pattern detected by ML model (score 21/100 on cost/progress/payment behaviour) | Utilisation irregularity: 98% of funds used vs 89% physical work done
WRK00422,School Building at District_1 Sector 14,School Building,District_1,1250590.71,1261892.2,88.6,100.0,100.90369214401089,0.9036921440108883,11.400000000000006,822,0.3199999999999989,14242.575620767495,18.9,0,62.8,100.0,15.487384288021786,7.807000000000003,31.0,Low,Delayed by 822 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 63/100) | Anomaly pattern detected by ML model (score 19/100 on cost/progress/payment behaviour) | Utilisation irregularity: 101% of funds used vs 89% physical work done
WRK00437,School Building at District_7 Sector 14,School Building,District_7,2484375.67,2105122.44,71.0,83.9,84.73446529928383,-15.265534700716177,12.900000000000006,707,0.0,29649.611830985916,10.8,0,79.8,100.0,15.480000000000006,8.91070591926643,30.9,Low,Delayed by 707 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 80/100) | Anomaly pattern detected by ML model (score 11/100 on cost/progress/payment behaviour) | Utilisation irregularity: 85% of funds used vs 71% physical work done
WRK00135,Irrigation Canal at District_5 Sector 8,Irrigation Canal,District_5,2920716.37,627754.54,36.5,22.3,21.49317018413534,-78.50682981586466,-14.2,877,0.0,17198.754520547947,31.7,0,66.3,100.0,0.0,0.0,30.9,Low,Delayed by 877 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 66/100) | Anomaly pattern detected by ML model (score 32/100 on cost/progress/payment behaviour)
WRK00573,Road Construction at District_2 Sector 38,Road Construction,District_2,2259602.81,1504435.61,55.3,65.1,66.579648571069,-33.42035142893099,9.799999999999997,1210,0.0,27204.983905967452,22.8,0,62.0,100.0,11.759999999999996,6.700852524895218,30.9,Low,Delayed by 1210 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 23/100 on cost/progress/payment behaviour) | Utilisation irregularity: 67% of funds used vs 55% physical work done
WRK00588,Drainage at District_7 Sector 25,Drainage,District_7,2874140.47,1455464.4,60.0,51.0,50.639988378856096,-49.36001162114391,-9.0,1083,7.2,24257.739999999998,16.1,0,95.3,100.0,0.0,2.52,30.8,Low,Delayed by 1083 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 95/100) | Anomaly pattern detected by ML model (score 16/100 on cost/progress/payment behaviour)
WRK00147,Water Supply at District_2 Sector 16,Water Supply,District_2,582453.81,552413.82,87.7,97.8,94.84251120273382,-5.157488797266191,10.099999999999994,1115,0.0,6298.9033067274795,20.8,0,64.3,100.0,12.119999999999992,6.8174999999999955,30.8,Low,Delayed by 1115 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 21/100 on cost/progress/payment behaviour) | Utilisation irregularity: 95% of funds used vs 88% physical work done
WRK00293,School Building at District_11 Sector 23,School Building,District_11,12757710.97,9801748.39,86.2,75.8,76.82999256723247,-23.17000743276754,-10.400000000000006,782,8.16,113709.37807424595,24.6,0,71.3,100.0,0.0,7.094461672397973,30.8,Low,Delayed by 782 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 71/100) | Anomaly pattern detected by ML model (score 25/100 on cost/progress/payment behaviour)
WRK00588_DUP,Drainage at District_7 Sector 25 Phase,Drainage,District_7,2710326.930310322,1455464.4,60.0,51.0,53.70069506092222,-46.29930493907778,-9.0,1083,7.2,24257.739999999998,15.4,0,95.3,100.0,0.0,2.52,30.7,Low,Delayed by 1083 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 95/100) | Anomaly pattern detected by ML model (score 15/100 on cost/progress/payment behaviour)
WRK00321,Community Hall at District_9 Sector 30,Community Hall,District_9,5004246.94,3375160.32,77.7,68.2,67.44591864605306,-32.55408135394695,-9.5,685,13.200000000000001,43438.35675675675,20.6,0,81.0,100.0,0.0,5.485129152899515,30.7,Low,Delayed by 685 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 81/100) | Anomaly pattern detected by ML model (score 21/100 on cost/progress/payment behaviour)
WRK00086,School Building at District_6 Sector 10,School Building,District_6,520507.69,383562.61,71.2,75.9,73.690094761136,-26.309905238864005,4.700000000000003,551,7.52,5387.115308988764,16.4,0,82.6,100.0,5.640000000000003,5.804500000000002,30.7,Low,Delayed by 551 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 83/100) | Anomaly pattern detected by ML model (score 16/100 on cost/progress/payment behaviour)
WRK00452,Bridge at District_3 Sector 39,Bridge,District_3,461446.17,432429.8,87.5,97.0,93.71186242590332,-6.2881375740966705,9.5,879,8.480000000000002,4942.054857142857,19.1,0,64.1,100.0,11.4,9.380500000000001,30.6,Low,Delayed by 879 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 19/100 on cost/progress/payment behaviour) | Utilisation irregularity: 94% of funds used vs 88% physical work done
WRK00283,Road Construction at District_10 Sector 3,Road Construction,District_10,414228.3,305560.06,79.8,70.5,73.76609951565356,-26.233900484346435,-9.299999999999997,1258,1.2000000000000002,3829.07343358396,31.6,0,63.7,100.0,0.0,0.42000000000000004,30.6,Low,Delayed by 1258 days beyond planned completion | Anomaly pattern detected by ML model (score 32/100 on cost/progress/payment behaviour) | Possible duplicate/overlapping work found (duplicate risk 64/100)
WRK00020,School Building at District_7 Sector 8,School Building,District_7,2792468.89,2005987.73,66.8,68.6,71.83563395042871,-28.16436604957129,1.7999999999999972,726,15.04,30029.75643712575,16.7,0,83.8,100.0,2.1599999999999966,6.700454610376372,30.6,Low,Delayed by 726 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 84/100) | Anomaly pattern detected by ML model (score 17/100 on cost/progress/payment behaviour)
WRK00547,Water Supply at District_8 Sector 6,Water Supply,District_8,611182.51,292028.65,56.8,45.6,47.78092390111098,-52.21907609888902,-11.199999999999996,871,15.280000000000001,5141.349471830987,26.3,0,68.4,100.0,0.0,5.348,30.6,Low,Delayed by 871 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 26/100 on cost/progress/payment behaviour)
WRK00567,School Building at District_7 Sector 6,School Building,District_7,2586861.91,1844749.22,65.7,72.5,71.3122417887393,-28.68775821126069,6.799999999999997,610,8.080000000000002,28078.374733637746,11.6,0,83.8,100.0,8.159999999999997,7.545779305322965,30.3,Low,Delayed by 610 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 84/100) | Anomaly pattern detected by ML model (score 12/100 on cost/progress/payment behaviour)
WRK00066,Water Supply at District_2 Sector 11,Water Supply,District_2,10447510.03,8201018.41,78.7,75.9,78.49734899943428,-21.502651000565724,-2.799999999999997,1146,9.040000000000001,104206.07890724269,26.8,0,63.0,100.0,0.0,6.946259563455575,30.3,Low,Delayed by 1146 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 63/100) | Anomaly pattern detected by ML model (score 27/100 on cost/progress/payment behaviour)
WRK00142,Anganwadi Center at District_2 Sector 9,Anganwadi Center,District_2,5515748.5,1240582.02,29.4,23.0,22.491634997498526,-77.50836500250148,-6.399999999999999,935,3.2,42196.667346938775,30.6,0,61.5,100.0,0.0,1.9255223450472239,30.3,Low,Delayed by 935 days beyond planned completion | Anomaly pattern detected by ML model (score 31/100 on cost/progress/payment behaviour) | Possible duplicate/overlapping work found (duplicate risk 62/100)
WRK00496,Bridge at District_3 Sector 12,Bridge,District_3,12207159.26,8640653.72,79.6,69.0,70.78349299753464,-29.216507002465363,-10.599999999999994,696,9.280000000000001,108550.92613065329,25.3,0,64.6,100.0,0.0,7.238832231906828,30.2,Low,Delayed by 696 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 65/100) | Anomaly pattern detected by ML model (score 25/100 on cost/progress/payment behaviour)
WRK00102,Road Construction at District_3 Sector 7,Road Construction,District_3,1216060.04,1218812.68,91.1,97.8,100.22635724466366,0.22635724466366788,6.700000000000003,590,0.0,13378.843907793633,19.6,0,68.2,100.0,8.492714489327323,4.522500000000003,30.1,Low,Delayed by 590 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 20/100 on cost/progress/payment behaviour)
WRK00536,Water Supply at District_7 Sector 22,Water Supply,District_7,11778482.55,6021235.59,53.4,51.1,51.12063939000359,-48.87936060999641,-2.299999999999997,976,11.52,112757.22078651686,24.9,0,63.4,100.0,0.0,8.224753739281956,30.1,Low,Delayed by 976 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 63/100) | Anomaly pattern detected by ML model (score 25/100 on cost/progress/payment behaviour)
WRK00312,Water Supply at District_10 Sector 30,Water Supply,District_10,10210742.79,2573024.99,34.7,24.7,25.199195033292977,-74.80080496670702,-10.000000000000004,875,0.0,74150.57608069164,28.1,0,63.6,100.0,0.0,2.3394570657288347,30.0,Low,Delayed by 875 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 28/100 on cost/progress/payment behaviour)
WRK00417,Water Supply at District_8 Sector 18,Water Supply,District_8,543574.32,292731.57,51.2,54.1,53.853090410893586,-46.146909589106414,2.8999999999999986,1071,12.960000000000003,5717.413476562499,19.8,0,70.3,100.0,3.479999999999998,6.493499999999999,29.9,Low,Delayed by 1071 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 70/100) | Anomaly pattern detected by ML model (score 20/100 on cost/progress/payment behaviour)
WRK00274,Water Supply at District_11 Sector 11,Water Supply,District_11,553651.55,511708.76,93.4,95.1,92.42433440310968,-7.575665596890325,1.6999999999999886,678,11.04,5478.680513918629,19.1,0,75.3,100.0,2.0399999999999863,5.011499999999992,29.9,Low,Delayed by 678 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 75/100) | Anomaly pattern detected by ML model (score 19/100 on cost/progress/payment behaviour)
WRK00213,Water Supply at District_4 Sector 38,Water Supply,District_4,4912618.12,1531979.27,20.6,32.4,31.184578824946403,-68.8154211750536,11.799999999999997,1126,8.0,74367.92572815533,43.3,0,0.0,100.0,14.159999999999997,13.114890849387365,29.9,Low,"Delayed by 1126 days beyond planned completion | Anomaly pattern detected by ML model (score 43/100 on cost/progress/payment behaviour) | Utilisation irregularity: 31% of funds used vs 21% physical work done | Fund diversion signal: financial progress (32%) far ahead of physical progress (21%), payment irregularity 8/100"
WRK00309,School Building at District_11 Sector 2,School Building,District_11,589136.74,133085.58,34.3,22.5,22.589930480315996,-77.41006951968401,-11.799999999999997,843,0.0,3880.046064139942,29.4,0,62.9,100.0,0.0,0.0,29.9,Low,Delayed by 843 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 63/100) | Anomaly pattern detected by ML model (score 29/100 on cost/progress/payment behaviour)
WRK00562,Water Supply at District_10 Sector 16,Water Supply,District_10,8176947.71,7087505.51,80.6,84.6,86.67666421949029,-13.323335780509721,4.0,1129,3.280000000000001,87934.31153846154,22.1,0,63.6,100.0,4.8,6.849139821836536,29.9,Low,Delayed by 1129 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 22/100 on cost/progress/payment behaviour)
WRK00104,Road Construction at District_2 Sector 17,Road Construction,District_2,873431.87,405691.85,47.1,45.0,46.44802461810787,-53.55197538189213,-2.1000000000000014,1159,11.04,8613.415074309978,27.0,0,62.3,100.0,0.0,3.8639999999999994,29.8,Low,Delayed by 1159 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 27/100 on cost/progress/payment behaviour)
WRK00279,Road Construction at District_3 Sector 27,Road Construction,District_3,11555813.99,9961474.61,90.2,89.2,86.20314084858335,-13.796859151416651,-1.0,763,1.6,110437.6342572062,16.0,0,83.2,100.0,0.0,4.6414029075392165,29.7,Low,Delayed by 763 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 83/100) | Anomaly pattern detected by ML model (score 16/100 on cost/progress/payment behaviour)
WRK00064,Drainage at District_12 Sector 18,Drainage,District_12,3199718.15,942353.62,49.4,30.8,29.451144626597813,-70.54885537340219,-18.599999999999998,863,0.0,19075.984210526316,28.5,0,62.3,100.0,0.0,0.0,29.6,Low,Delayed by 863 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 28/100 on cost/progress/payment behaviour)
WRK00198,Bridge at District_4 Sector 36,Bridge,District_4,1021328.01,576341.19,46.1,56.5,56.430567296396774,-43.569432703603226,10.399999999999999,758,4.800000000000001,12501.97809110629,11.4,0,70.5,100.0,12.479999999999999,8.7,29.5,Low,Delayed by 758 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 70/100) | Anomaly pattern detected by ML model (score 11/100 on cost/progress/payment behaviour) | Utilisation irregularity: 56% of funds used vs 46% physical work done
WRK00526,Community Hall at District_8 Sector 12,Community Hall,District_8,6065657.29,4710752.26,65.6,76.6,77.66268410459438,-22.337315895405627,11.0,808,0.0,71810.24786585366,8.2,0,75.5,100.0,13.2,9.65211053759537,29.5,Low,Delayed by 808 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 76/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour) | Utilisation irregularity: 78% of funds used vs 66% physical work done
WRK00073,Bridge at District_8 Sector 10,Bridge,District_8,947377.6,270524.55,29.3,28.3,28.555092499548223,-71.44490750045178,-1.0,887,8.24,9232.919795221842,24.9,0,65.3,100.0,0.0,2.884,29.5,Low,Delayed by 887 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 65/100) | Anomaly pattern detected by ML model (score 25/100 on cost/progress/payment behaviour)
WRK00300,Road Construction at District_3 Sector 1,Road Construction,District_3,10948124.26,6151714.23,61.5,58.4,56.18966394522818,-43.81033605477181,-3.1000000000000014,593,0.0,100027.8736585366,15.7,0,83.2,100.0,0.0,3.5816864769350367,29.4,Low,Delayed by 593 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 83/100) | Anomaly pattern detected by ML model (score 16/100 on cost/progress/payment behaviour)
WRK00306,Road Construction at District_9 Sector 3,Road Construction,District_9,2067977.47,646620.37,43.4,30.4,31.26825022905109,-68.73174977094891,-13.0,862,6.080000000000002,14899.086866359447,26.6,0,61.4,100.0,0.0,2.1280000000000006,29.3,Low,Delayed by 862 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 61/100) | Anomaly pattern detected by ML model (score 27/100 on cost/progress/payment behaviour)
WRK00060,Road Construction at District_8 Sector 18,Road Construction,District_8,867183.46,393061.66,42.9,47.6,45.3262404243734,-54.67375957562659,4.700000000000003,1099,1.4400000000000006,9162.276456876456,16.3,0,73.2,100.0,5.640000000000003,3.6765000000000025,29.3,Low,Delayed by 1099 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 73/100) | Anomaly pattern detected by ML model (score 16/100 on cost/progress/payment behaviour)
WRK00127,Bridge at District_8 Sector 11,Bridge,District_8,1249460.79,828317.0,89.5,66.6,66.29395709168271,-33.70604290831728,-22.900000000000006,926,0.0,9254.938547486034,24.6,0,67.5,100.0,0.0,0.0,29.2,Low,Delayed by 926 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 25/100 on cost/progress/payment behaviour)
WRK00053,Community Hall at District_8 Sector 34,Community Hall,District_8,11807162.82,916674.5,16.8,7.6,7.763715246200017,-92.23628475379998,-9.200000000000001,658,5.6800000000000015,54563.95833333333,54.6,1,0.0,100.0,0.0,3.3872092458539695,29.2,Low,Delayed by 658 days beyond planned completion | Anomaly pattern detected by ML model (score 55/100 on cost/progress/payment behaviour)
WRK00563,School Building at District_9 Sector 36,School Building,District_9,10803643.93,3047858.16,43.8,27.2,28.211390339666632,-71.78860966033336,-16.599999999999998,603,11.600000000000001,69585.80273972603,53.0,1,0.0,100.0,0.0,6.180326931193755,29.2,Low,Delayed by 603 days beyond planned completion | Anomaly pattern detected by ML model (score 53/100 on cost/progress/payment behaviour)
WRK00406,Drainage at District_9 Sector 8,Drainage,District_9,10515794.25,8154771.1,75.6,78.6,77.54783810076923,-22.45216189923077,3.0,988,6.800000000000001,107867.3425925926,16.8,0,68.3,100.0,3.5999999999999996,8.363017075167958,29.2,Low,Delayed by 988 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 17/100 on cost/progress/payment behaviour)
WRK00288,Road Construction at District_3 Sector 3,Road Construction,District_3,597662.2,485939.89,61.2,85.5,81.30677998374334,-18.693220016256664,24.299999999999997,611,2.0800000000000014,7940.194281045751,28.9,0,0.0,100.0,29.159999999999997,17.130499999999998,29.2,Low,"Delayed by 611 days beyond planned completion | Anomaly pattern detected by ML model (score 29/100 on cost/progress/payment behaviour) | Utilisation irregularity: 81% of funds used vs 61% physical work done | Fund diversion signal: financial progress (86%) far ahead of physical progress (61%), payment irregularity 2/100"
WRK00318,Water Supply at District_8 Sector 2,Water Supply,District_8,612991.26,438306.02,83.7,71.4,71.50281718535433,-28.497182814645676,-12.299999999999997,1064,8.8,5236.631063321386,21.4,0,70.0,100.0,0.0,3.08,29.2,Low,Delayed by 1064 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 70/100) | Anomaly pattern detected by ML model (score 21/100 on cost/progress/payment behaviour)
WRK00301,Water Supply at District_3 Sector 5,Water Supply,District_3,11389714.01,9782775.54,91.1,85.2,85.8913185301305,-14.108681469869502,-5.8999999999999915,969,0.0,107385.02239297474,18.4,0,74.3,100.0,0.0,3.9348634852004674,29.1,Low,Delayed by 969 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 74/100) | Anomaly pattern detected by ML model (score 18/100 on cost/progress/payment behaviour)
WRK00254,Irrigation Canal at District_10 Sector 11,Irrigation Canal,District_10,5156997.34,3903689.31,76.5,74.6,75.69694247699573,-24.303057523004266,-1.9000000000000057,906,61.04,51028.618431372546,42.9,0,0.0,100.0,0.0,22.593496655440873,29.1,Low,"Delayed by 906 days beyond planned completion | Anomaly pattern detected by ML model (score 43/100 on cost/progress/payment behaviour) | Fund diversion signal: financial progress (75%) far ahead of physical progress (76%), payment irregularity 61/100"
WRK00515,Bridge at District_11 Sector 38,Bridge,District_11,1193876.36,945200.04,74.4,81.8,79.17068062223797,-20.829319377762037,7.3999999999999915,832,11.600000000000001,12704.301612903226,11.3,0,71.9,100.0,8.87999999999999,9.054999999999994,29.1,Low,Delayed by 832 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 72/100) | Anomaly pattern detected by ML model (score 11/100 on cost/progress/payment behaviour)
WRK00152,Drainage at District_10 Sector 32,Drainage,District_10,5694929.63,2190139.51,33.7,36.8,38.4577097926318,-61.5422902073682,3.0999999999999943,817,6.0,64989.302967359035,18.7,0,66.5,100.0,3.719999999999993,6.092173781897145,29.1,Low,Delayed by 817 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 66/100) | Anomaly pattern detected by ML model (score 19/100 on cost/progress/payment behaviour)
WRK00219,Irrigation Canal at District_1 Sector 3,Irrigation Canal,District_1,6494168.48,2221577.44,31.8,34.3,34.208805127889136,-65.79119487211086,2.4999999999999964,731,0.0,69860.92578616351,20.6,0,65.9,100.0,2.9999999999999956,3.8210341039658386,29.1,Low,Delayed by 731 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 66/100) | Anomaly pattern detected by ML model (score 21/100 on cost/progress/payment behaviour)
WRK00103,Anganwadi Center at District_3 Sector 34,Anganwadi Center,District_3,8767627.61,4067392.62,45.2,48.8,46.39102846203114,-53.60897153796886,3.5999999999999943,1120,0.0,89986.56238938053,18.7,0,66.3,100.0,4.319999999999993,5.529657310322932,29.1,Low,Delayed by 1120 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 66/100) | Anomaly pattern detected by ML model (score 19/100 on cost/progress/payment behaviour)
WRK00151,Irrigation Canal at District_3 Sector 34,Irrigation Canal,District_3,471963.72,168039.5,35.2,35.6,35.604325688423685,-64.39567431157633,0.3999999999999986,758,9.36,4773.849431818181,22.6,0,64.3,100.0,0.47999999999999826,3.545999999999999,29.0,Low,Delayed by 758 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 23/100 on cost/progress/payment behaviour)
WRK00339,Water Supply at District_2 Sector 28,Water Supply,District_2,10624055.94,4191820.19,40.5,40.1,39.455931083886966,-60.544068916113034,-0.3999999999999986,632,0.0,103501.73308641976,24.4,0,60.9,100.0,0.0,3.748447721563881,29.0,Low,Delayed by 632 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 61/100) | Anomaly pattern detected by ML model (score 24/100 on cost/progress/payment behaviour)
WRK00581,School Building at District_1 Sector 19,School Building,District_1,12245768.11,11578666.97,93.8,95.1,94.55239447613549,-5.447605523864511,1.2999999999999972,924,0.0,123439.94637526653,21.5,0,63.1,100.0,1.5599999999999965,5.583073746018341,29.0,Low,Delayed by 924 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 63/100) | Anomaly pattern detected by ML model (score 22/100 on cost/progress/payment behaviour)
WRK00480,Anganwadi Center at District_6 Sector 17,Anganwadi Center,District_6,6260894.25,1787105.28,33.3,28.9,28.54393012627549,-71.4560698737245,-4.399999999999999,847,0.0,53666.82522522523,20.0,0,73.3,100.0,0.0,1.3561427266663995,29.0,Low,Delayed by 847 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 73/100) | Anomaly pattern detected by ML model (score 20/100 on cost/progress/payment behaviour)
WRK00105,Community Hall at District_7 Sector 38,Community Hall,District_7,1175132.99,29610.2,18.6,2.6,2.519731830522433,-97.48026816947757,-16.0,790,0.08000000000000114,1591.9462365591396,56.0,1,0.0,100.0,0.0,0.028000000000000396,29.0,Low,Delayed by 790 days beyond planned completion | Anomaly pattern detected by ML model (score 56/100 on cost/progress/payment behaviour)
WRK00585,Road Construction at District_10 Sector 28,Road Construction,District_10,2733831.77,1410438.07,51.8,52.9,51.5919847547898,-48.4080152452102,1.1000000000000014,1192,5.440000000000001,27228.534169884173,22.1,0,64.4,100.0,1.3200000000000016,2.7334830459780743,28.9,Low,Delayed by 1192 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 22/100 on cost/progress/payment behaviour)
WRK00325,Community Hall at District_5 Sector 19,Community Hall,District_5,1121364.87,1132450.5,97.1,100.0,100.98858367125412,0.9885836712541108,2.9000000000000057,883,4.56,11662.723995880537,19.2,0,63.0,100.0,5.457167342508245,3.553500000000004,28.9,Low,Delayed by 883 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 63/100) | Anomaly pattern detected by ML model (score 19/100 on cost/progress/payment behaviour)
WRK00047,Drainage at District_4 Sector 7,Drainage,District_4,5602221.59,4524530.26,80.8,83.6,80.76314346573356,-19.236856534266437,2.799999999999997,1094,7.2,55996.66163366337,16.0,0,71.1,100.0,3.3599999999999963,5.877985599793102,28.9,Low,Delayed by 1094 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 71/100) | Anomaly pattern detected by ML model (score 16/100 on cost/progress/payment behaviour)
WRK00520,Irrigation Canal at District_7 Sector 29,Irrigation Canal,District_7,10069659.04,6614587.44,63.1,65.6,65.68829603589042,-34.31170396410958,2.499999999999993,677,4.159999999999999,104827.05927099842,14.3,0,73.2,100.0,2.9999999999999916,6.9555694796308725,28.9,Low,Delayed by 677 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 73/100) | Anomaly pattern detected by ML model (score 14/100 on cost/progress/payment behaviour)
WRK00430,Community Hall at District_6 Sector 16,Community Hall,District_6,9043634.42,3751944.11,50.8,40.6,41.4871271410814,-58.5128728589186,-10.199999999999996,1033,0.0,73857.16751968504,19.7,0,71.5,100.0,0.0,2.325372104079125,28.9,Low,Delayed by 1033 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 72/100) | Anomaly pattern detected by ML model (score 20/100 on cost/progress/payment behaviour)
WRK00223,Road Construction at District_12 Sector 37,Road Construction,District_12,11862529.03,5387254.63,45.3,47.5,45.41404801940451,-54.585951980595496,2.200000000000003,824,0.0,118923.94326710817,18.9,0,66.0,100.0,2.6400000000000032,5.973784807174286,28.9,Low,Delayed by 824 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 66/100) | Anomaly pattern detected by ML model (score 19/100 on cost/progress/payment behaviour)
WRK00203,Community Hall at District_12 Sector 24,Community Hall,District_12,540502.29,356087.12,65.2,64.4,65.88077915451571,-34.11922084548431,-0.7999999999999972,1208,0.0,5461.458895705521,19.3,0,74.4,100.0,0.0,0.0,28.8,Low,Delayed by 1208 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 74/100) | Anomaly pattern detected by ML model (score 19/100 on cost/progress/payment behaviour)
WRK00206,School Building at District_3 Sector 10,School Building,District_3,410793.81,337152.21,88.3,80.0,82.07334234174562,-17.92665765825439,-8.299999999999997,621,5.440000000000001,3818.25832389581,18.4,0,74.2,100.0,0.0,1.9040000000000004,28.8,Low,Delayed by 621 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 74/100) | Anomaly pattern detected by ML model (score 18/100 on cost/progress/payment behaviour)
WRK00385,Water Supply at District_5 Sector 8,Water Supply,District_5,11440308.67,10454612.45,75.8,92.8,91.38400677435567,-8.615993225644328,17.0,743,0.0,137923.64709762533,32.3,0,0.0,100.0,20.4,16.87585805715239,28.7,Low,"Delayed by 743 days beyond planned completion | Anomaly pattern detected by ML model (score 32/100 on cost/progress/payment behaviour) | Utilisation irregularity: 91% of funds used vs 76% physical work done | Fund diversion signal: financial progress (93%) far ahead of physical progress (76%), payment irregularity 0/100"
WRK00473,Drainage at District_11 Sector 8,Drainage,District_11,11598420.01,6368522.21,52.1,56.0,54.908532407941316,-45.091467592058684,3.8999999999999986,745,0.0,122236.51074856045,15.1,0,67.5,100.0,4.679999999999998,7.280303295858678,28.7,Low,Delayed by 745 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 15/100 on cost/progress/payment behaviour)
WRK00491,Irrigation Canal at District_1 Sector 2,Irrigation Canal,District_1,8641457.12,7154146.6,70.9,78.9,82.78866053089898,-17.211339469101013,8.0,739,0.0,100904.74753173483,12.1,0,65.9,100.0,9.6,9.023780459582504,28.7,Low,Delayed by 739 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 66/100) | Anomaly pattern detected by ML model (score 12/100 on cost/progress/payment behaviour)
WRK00534,Bridge at District_5 Sector 13,Bridge,District_5,2537783.16,1974102.82,73.8,76.5,77.78847504055469,-22.211524959445317,2.700000000000003,960,1.2000000000000002,26749.360704607047,5.9,0,94.1,100.0,3.2400000000000033,2.306480513745093,28.6,Low,Delayed by 960 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 94/100) | Anomaly pattern detected by ML model (score 6/100 on cost/progress/payment behaviour)
