work_id,work_name,work_type,state,district,constituency,lat,lon,sanctioned_amount,expenditure,physical_progress_pct,financial_progress_pct,start_date,end_date,actual_end_date,num_payment_txns,max_single_txn_pct_of_sanctioned,vendor_id,is_fraud_label
WRK01703,Anganwadi Centre - Rourkela Rural,Anganwadi Centre,Odisha,Rourkela,Rourkela Rural,21.776,84.5695,14573513,1748821,6,12,2024-05-10,2025-06-06,,11,22.3,VEND326,0
WRK03391,Irrigation Canal - Bhubaneswar Rural,Irrigation Canal,Odisha,Bhubaneswar,Bhubaneswar Rural,20.1979,84.8392,13421567,3355391,32,25,2023-08-25,2024-02-13,,11,39.4,VEND140,0
WRK02426,Streetlight Installation - Panipat West,Streetlight Installation,Haryana,Panipat,Panipat West,28.672,76.0032,16262548,10895907,68,67,2022-08-23,2023-03-23,,12,10.0,VEND241,0
WRK03182,Road Construction - Agra East,Road Construction,Uttar Pradesh,Agra,Agra East,26.5618,80.1285,1029251,926325,87,90,2024-06-21,2025-11-25,,4,41.5,VEND097,0
WRK01521,Public Toilet Complex - Gwalior North,Public Toilet Complex,Madhya Pradesh,Gwalior,Gwalior North,22.2997,77.8963,16157211,11471619,68,71,2023-01-28,2023-08-10,,12,23.4,VEND292,0
WRK01392,Public Toilet Complex - Solapur Urban,Public Toilet Complex,Maharashtra,Solapur,Solapur Urban,18.5186,75.681,1768775,1344269,77,76,2022-07-08,2023-07-17,,7,11.1,VEND174,0
WRK00257,Health Sub-Centre - Silchar West,Health Sub-Centre,Assam,Silchar,Silchar West,26.3339,92.8357,8135783,4718754,54,58,2023-07-13,2024-03-15,,3,31.3,VEND195,0
WRK01407,Community Hall - Guwahati Urban,Community Hall,Assam,Guwahati,Guwahati Urban,26.0349,93.0663,1979547,712636,32,36,2024-02-14,2025-04-05,,7,10.1,VEND118,0
WRK02430,Streetlight Installation - Howrah West,Streetlight Installation,West Bengal,Howrah,Howrah West,22.8128,86.8125,815763,399723,54,49,2024-01-27,2025-01-03,,11,16.8,VEND358,0
WRK00987,Drainage Project - Asansol Central,Drainage Project,West Bengal,Asansol,Asansol Central,23.1862,87.3971,21718026,21718026,98,100,2023-04-12,2024-06-24,,7,29.6,VEND329,0
WRK00384,Public Toilet Complex - Indore Rural,Public Toilet Complex,Madhya Pradesh,Indore,Indore Rural,22.2182,78.9539,21237544,3822757,22,18,2023-01-18,2023-08-19,,5,18.3,VEND022,0
WRK01464,School Building - Patiala North,School Building,Punjab,Patiala,Patiala North,31.8639,74.9056,8418641,1767914,27,21,2024-05-22,2024-12-08,,5,24.5,VEND223,0
WRK02935,School Building - Vadodara South,School Building,Gujarat,Vadodara,Vadodara South,21.6704,72.1354,4266798,3754782,80,88,2022-07-29,2023-09-18,,3,19.0,VEND186,0
WRK01005,Irrigation Canal - Silchar North,Irrigation Canal,Assam,Silchar,Silchar North,27.2722,92.6605,9063713,725097,14,8,2023-07-19,2023-12-31,,5,35.5,VEND096,0
WRK01726,Health Sub-Centre - Panipat East,Health Sub-Centre,Haryana,Panipat,Panipat East,29.3343,76.8483,576441,438095,82,76,2024-01-26,2024-09-26,,12,27.9,VEND025,0
WRK02533,Anganwadi Centre - Muzaffarpur Rural,Anganwadi Centre,Bihar,Muzaffarpur,Muzaffarpur Rural,26.5102,85.0317,905584,371289,44,41,2023-03-15,2023-08-11,,10,32.7,VEND389,0
WRK02890,Health Sub-Centre - Meerut North,Health Sub-Centre,Uttar Pradesh,Meerut,Meerut North,26.3631,81.0292,816933,171555,26,21,2022-08-26,2023-01-22,,12,17.6,VEND370,0
WRK00757,Health Sub-Centre - Rajkot Central,Health Sub-Centre,Gujarat,Rajkot,Rajkot Central,21.3003,71.9411,18192572,18192572,12,100,2022-08-20,2024-02-01,,5,62.0,VEND276,1
WRK03901,Drainage Project - Jaipur Rural,Drainage Project,Rajasthan,Jaipur,Jaipur Rural,28.1274,73.4718,6444231,2126596,37,33,2022-10-26,2023-07-11,,4,12.7,VEND240,0
WRK01029,Streetlight Installation - Muzaffarpur North,Streetlight Installation,Bihar,Muzaffarpur,Muzaffarpur North,26.8497,84.6135,8444548,4728946,51,56,2024-01-30,2025-05-07,,3,20.6,VEND133,0
WRK00004,School Building - Rourkela South,School Building,Odisha,Rourkela,Rourkela South,20.2096,84.2364,5234963,628195,17,12,2023-07-18,2024-01-06,,3,12.2,VEND400,0
WRK03389,Road Construction - Bengaluru Urban South,Road Construction,Karnataka,Bengaluru Urban,Bengaluru Urban South,15.0885,76.2186,908187,417766,54,46,2024-08-10,2025-03-29,,11,14.3,VEND141,0
WRK00008,Water Supply Scheme - Nagpur South,Water Supply Scheme,Maharashtra,Nagpur,Nagpur South,18.9093,74.6561,3530642,1871240,57,53,2023-01-07,2023-09-27,,3,31.5,VEND316,0
WRK00930,Water Supply Scheme - Patna Rural,Water Supply Scheme,Bihar,Patna,Patna Rural,25.3318,83.9016,821405,632481,83,77,2023-04-26,2024-09-17,,4,43.6,VEND115,0
WRK02661,Road Construction - Salem East,Road Construction,Tamil Nadu,Salem,Salem East,11.3174,78.8644,22349739,19667770,92,88,2024-03-30,2025-01-12,,5,42.0,VEND361,0
WRK00404,School Building - Amritsar Urban,School Building,Punjab,Amritsar,Amritsar Urban,32.279,74.4081,2082575,478992,21,23,2023-12-05,2025-04-23,,8,38.9,VEND351,0
WRK03419,Streetlight Installation - Kochi Central,Streetlight Installation,Kerala,Kochi,Kochi Central,11.5777,76.3319,879033,342822,33,39,2022-09-10,2023-01-11,,9,26.5,VEND195,0
WRK02933,Water Supply Scheme - Faridabad East,Water Supply Scheme,Haryana,Faridabad,Faridabad East,29.3555,75.6743,1024382,71706,11,7,2023-12-05,2024-09-06,,11,22.0,VEND247,0
WRK02376,School Building - Siliguri South,School Building,West Bengal,Siliguri,Siliguri South,23.9769,88.7654,8964533,1434325,24,16,2024-08-17,2025-07-30,,9,24.1,VEND303,0
WRK03924,Streetlight Installation - Surat West,Streetlight Installation,Gujarat,Surat,Surat West,21.3895,69.9298,457796,279255,60,61,2023-06-19,2023-10-25,,4,11.4,VEND301,0
WRK03871,Road Construction - Surat Urban,Road Construction,Gujarat,Surat,Surat Urban,22.1639,71.0255,886673,53200,5,6,2022-09-22,2023-04-17,,4,26.9,VEND174,0
WRK02775,Anganwadi Centre - Bhubaneswar Urban,Anganwadi Centre,Odisha,Bhubaneswar,Bhubaneswar Urban,21.3201,86.1498,997297,528567,45,53,2023-04-17,2024-03-05,,5,18.5,VEND149,0
WRK01735,Anganwadi Centre - Kochi Central,Anganwadi Centre,Kerala,Kochi,Kochi Central,11.3683,76.0882,1035257,631506,66,61,2023-10-24,2024-12-01,,10,28.5,VEND350,0
WRK02688,Streetlight Installation - Mysuru South,Streetlight Installation,Karnataka,Mysuru,Mysuru South,16.039,74.9011,22242074,9119250,47,41,2022-04-07,2023-05-02,,4,40.9,VEND300,0
WRK03108,Public Toilet Complex - Bhubaneswar South,Public Toilet Complex,Odisha,Bhubaneswar,Bhubaneswar South,21.5309,85.2591,523101,324322,64,62,2022-05-20,2023-03-02,,10,32.7,VEND326,0
WRK03306,Irrigation Canal - Lucknow Urban,Irrigation Canal,Uttar Pradesh,Lucknow,Lucknow Urban,27.7271,80.3516,17451664,6108082,38,35,2023-07-13,2024-05-13,,7,40.6,VEND251,0
WRK01948,Streetlight Installation - Varanasi South,Streetlight Installation,Uttar Pradesh,Varanasi,Varanasi South,27.046,80.41,22724828,19770600,93,87,2024-04-24,2025-06-25,,11,26.7,VEND363,0
WRK02470,Irrigation Canal - Kolkata Urban,Irrigation Canal,West Bengal,Kolkata,Kolkata Urban,23.5784,87.6928,1910361,1681117,88,88,2023-10-11,2025-03-22,,4,35.5,VEND037,0
WRK01505,Drainage Project - Mumbai North,Drainage Project,Maharashtra,Mumbai,Mumbai North,18.627,76.1827,5253605,1208329,15,23,2023-12-10,2024-05-14,,12,20.0,VEND277,0
WRK03915,Community Hall - Coimbatore Rural,Community Hall,Tamil Nadu,Coimbatore,Coimbatore Rural,10.7547,79.713,1139211,0,5,0,2022-06-23,2023-05-21,,7,36.7,VEND096,0
WRK00373,Irrigation Canal - Bhagalpur West,Irrigation Canal,Bihar,Bhagalpur,Bhagalpur West,25.3928,84.1619,961656,413512,46,43,2022-05-12,2023-03-15,,11,34.7,VEND288,0
WRK02463,Irrigation Canal - Howrah Rural,Irrigation Canal,West Bengal,Howrah,Howrah Rural,22.9025,87.372,9505550,2376387,21,25,2024-07-30,2025-10-17,,7,22.1,VEND208,0
WRK01733,Public Toilet Complex - Bhopal East,Public Toilet Complex,Madhya Pradesh,Bhopal,Bhopal East,22.8343,78.0894,5740049,3444029,55,60,2024-05-18,2024-12-23,,11,17.1,VEND284,0
WRK01323,Anganwadi Centre - Gorakhpur East,Anganwadi Centre,Uttar Pradesh,Gorakhpur,Gorakhpur East,26.6807,80.3061,596930,286526,55,48,2022-06-01,2023-10-19,,8,37.3,VEND015,0
WRK00319,Irrigation Canal - Howrah North,Irrigation Canal,West Bengal,Howrah,Howrah North,22.086,88.1636,4537986,4220326,93,93,2024-05-07,2025-02-06,,3,32.0,VEND297,0
WRK02818,Road Construction - Rourkela East,Road Construction,Odisha,Rourkela,Rourkela East,21.8052,84.7486,11499908,229998,2,2,2024-04-05,2025-05-26,,4,32.2,VEND374,0
WRK01721,School Building - Bhopal South,School Building,Madhya Pradesh,Bhopal,Bhopal South,23.6306,77.6152,12538205,9654417,70,77,2024-01-22,2025-04-23,,3,23.7,VEND081,0
WRK01449,Public Toilet Complex - Hyderabad Urban,Public Toilet Complex,Telangana,Hyderabad,Hyderabad Urban,17.4886,79.7454,8886059,7197707,73,81,2024-08-24,2025-11-01,,5,32.0,VEND271,0
WRK02888,Health Sub-Centre - Jalandhar West,Health Sub-Centre,Punjab,Jalandhar,Jalandhar West,31.421,74.6335,10460506,2719731,23,26,2024-03-17,2024-11-01,,8,19.8,VEND040,0
WRK00428,Anganwadi Centre - Muzaffarpur East,Anganwadi Centre,Bihar,Muzaffarpur,Muzaffarpur East,26.674,84.2181,7403928,0,4,0,2023-06-28,2024-06-17,,5,29.5,VEND400,0
WRK01917,Community Hall - Gwalior Urban,Community Hall,Madhya Pradesh,Gwalior,Gwalior Urban,23.1535,78.2084,885090,805431,32,91,2022-10-17,2024-02-27,,3,79.0,VEND151,1
WRK02937,Road Construction - Nagpur East,Road Construction,Maharashtra,Nagpur,Nagpur East,20.8965,75.5394,2888569,1790912,54,62,2023-08-05,2024-09-13,,10,29.1,VEND015,0
WRK00824,Road Construction - Kozhikode West,Road Construction,Kerala,Kozhikode,Kozhikode West,10.3103,76.1021,8717013,4009825,41,46,2022-07-27,2023-02-24,,5,22.5,VEND038,0
WRK03991,Streetlight Installation - Thiruvananthapuram West,Streetlight Installation,Kerala,Thiruvananthapuram,Thiruvananthapuram West,11.3716,76.7626,10282211,102822,3,1,2024-06-23,2025-08-25,,9,24.8,VEND202,0
WRK03699,Road Construction - Nagpur West,Road Construction,Maharashtra,Nagpur,Nagpur West,20.4795,76.8862,2365198,236519,15,10,2023-01-15,2024-02-09,,6,12.1,VEND262,0
WRK03847,Irrigation Canal - Jaipur East,Irrigation Canal,Rajasthan,Jaipur,Jaipur East,26.0486,74.3032,460840,198161,49,43,2024-04-16,2025-08-29,,11,11.7,VEND194,0
WRK00263,School Building - Indore West,School Building,Madhya Pradesh,Indore,Indore West,22.9567,78.6948,7420008,6307006,88,85,2022-12-13,2023-09-24,,4,13.2,VEND362,0
WRK03716,Anganwadi Centre - Lucknow East,Anganwadi Centre,Uttar Pradesh,Lucknow,Lucknow East,26.1548,80.646,888329,0,6,0,2023-01-15,2024-07-01,,9,10.3,VEND291,0
WRK03624,School Building - Mumbai East,School Building,Maharashtra,Mumbai,Mumbai East,20.3471,75.2683,23044659,0,0,0,2024-04-27,2024-11-23,,5,20.2,VEND055,0
WRK02974,Water Supply Scheme - Nashik Urban,Water Supply Scheme,Maharashtra,Nashik,Nashik Urban,19.3693,75.0219,9285479,5385577,59,58,2024-04-29,2025-01-28,,9,21.4,VEND022,0
WRK00172,Water Supply Scheme - Vadodara West,Water Supply Scheme,Gujarat,Vadodara,Vadodara West,23.0772,71.861,498149,194278,35,39,2024-05-22,2025-06-07,,6,36.3,VEND066,0
WRK01922,Streetlight Installation - Varanasi South,Streetlight Installation,Uttar Pradesh,Varanasi,Varanasi South,26.1385,80.8852,12677148,4690544,40,37,2023-08-23,2024-08-19,,5,41.9,VEND291,0
WRK01750,Water Supply Scheme - Jaipur Central,Water Supply Scheme,Rajasthan,Jaipur,Jaipur Central,28.0444,73.872,1893310,132531,13,7,2024-08-12,2025-08-04,,8,16.5,VEND042,0
WRK03823,Health Sub-Centre - Thrissur Central,Health Sub-Centre,Kerala,Thrissur,Thrissur Central,10.5265,77.2238,2354802,141288,13,6,2024-02-14,2025-02-14,,12,42.1,VEND097,0
WRK03686,School Building - Cuttack Rural,School Building,Odisha,Cuttack,Cuttack Rural,21.528,84.0558,15633748,4846461,25,31,2024-05-26,2025-03-23,,11,33.0,VEND096,0
WRK02023,Community Hall - Jaipur North,Community Hall,Rajasthan,Jaipur,Jaipur North,26.9487,73.1072,13753818,8389828,69,61,2024-02-15,2025-03-27,,5,27.2,VEND110,0
WRK00914,Streetlight Installation - Dibrugarh West,Streetlight Installation,Assam,Dibrugarh,Dibrugarh West,25.6766,92.5731,8720019,2616005,26,30,2022-05-16,2023-01-05,,5,33.1,VEND273,0
WRK01519,Streetlight Installation - Gurugram Rural,Streetlight Installation,Haryana,Gurugram,Gurugram Rural,29.022,74.8592,14336338,3584084,21,25,2022-12-18,2024-02-09,,12,34.7,VEND320,0
WRK01144,Streetlight Installation - Bhagalpur North,Streetlight Installation,Bihar,Bhagalpur,Bhagalpur North,26.8363,85.4655,15291530,4281628,21,28,2023-06-11,2024-08-03,,7,17.9,VEND053,0
WRK03181,Water Supply Scheme - Jalandhar Rural,Water Supply Scheme,Punjab,Jalandhar,Jalandhar Rural,32.2502,75.6718,2870878,2698625,22,94,2022-05-28,2023-02-16,,2,54.0,VEND369,1
WRK00720,Community Hall - Rourkela South,Community Hall,Odisha,Rourkela,Rourkela South,21.2375,85.3998,3078102,430934,14,14,2023-01-13,2024-06-08,,6,33.3,VEND220,0
WRK02980,Irrigation Canal - Guwahati Rural,Irrigation Canal,Assam,Guwahati,Guwahati Rural,26.1561,92.6616,16926741,15403334,88,91,2022-10-05,2024-03-13,,5,28.0,VEND286,0
WRK01334,Streetlight Installation - Jodhpur West,Streetlight Installation,Rajasthan,Jodhpur,Jodhpur West,26.2336,75.2744,18609764,14887811,54,80,2024-04-04,2024-12-18,,1,77.6,VEND037,1
WRK02527,Health Sub-Centre - Rourkela Rural,Health Sub-Centre,Odisha,Rourkela,Rourkela Rural,20.4102,85.5209,16871170,7423314,48,44,2023-06-15,2023-12-02,,5,39.5,VEND193,0
WRK00395,School Building - Aurangabad Central,School Building,Maharashtra,Aurangabad,Aurangabad Central,18.9195,75.3659,16619668,7478850,38,45,2022-08-26,2023-04-09,,11,44.5,VEND034,0
WRK01418,Public Toilet Complex - Aurangabad Urban,Public Toilet Complex,Maharashtra,Aurangabad,Aurangabad Urban,18.7477,75.9041,1150851,1139342,96,99,2022-10-16,2023-10-16,,3,21.9,VEND200,0
WRK00542,Water Supply Scheme - Bengaluru Urban Central,Water Supply Scheme,Karnataka,Bengaluru Urban,Bengaluru Urban Central,15.8404,75.2752,9535303,2193119,23,23,2023-01-18,2023-07-30,,4,15.4,VEND209,0
WRK02133,Health Sub-Centre - Surat North,Health Sub-Centre,Gujarat,Surat,Surat North,21.3927,70.1998,8049702,402485,13,5,2022-06-06,2023-05-18,,10,17.1,VEND257,0
WRK00791,Community Hall - Rajkot Central,Community Hall,Gujarat,Rajkot,Rajkot Central,21.016,71.7535,3241367,518618,23,16,2024-02-15,2024-10-24,,4,41.3,VEND220,0
WRK00255,Anganwadi Centre - Vadodara South,Anganwadi Centre,Gujarat,Vadodara,Vadodara South,23.0381,70.4992,21173319,2964264,17,14,2023-08-17,2024-08-13,,6,17.9,VEND210,0
WRK00995,Health Sub-Centre - Dibrugarh Urban,Health Sub-Centre,Assam,Dibrugarh,Dibrugarh Urban,26.2058,93.4556,18504401,18504401,6,100,2024-04-15,2025-03-18,,5,55.0,VEND383,1
WRK01448,Anganwadi Centre - Kozhikode Rural,Anganwadi Centre,Kerala,Kozhikode,Kozhikode Rural,11.6606,77.3106,2811961,1884013,72,67,2022-04-21,2022-09-20,,6,41.5,VEND130,0
WRK03064,Water Supply Scheme - Nagpur East,Water Supply Scheme,Maharashtra,Nagpur,Nagpur East,19.0906,76.1301,20980750,1888267,7,9,2023-12-10,2025-03-06,,3,31.7,VEND089,0
WRK00127,Drainage Project - Amritsar North,Drainage Project,Punjab,Amritsar,Amritsar North,30.8869,75.5467,2258029,587087,24,26,2023-12-26,2024-05-29,,10,25.8,VEND316,0
WRK02947,Streetlight Installation - Muzaffarpur South,Streetlight Installation,Bihar,Muzaffarpur,Muzaffarpur South,25.6158,85.6761,1900518,1634445,94,86,2023-02-22,2024-05-19,,4,22.4,VEND208,0
WRK03572,Health Sub-Centre - Bhagalpur Rural,Health Sub-Centre,Bihar,Bhagalpur,Bhagalpur Rural,26.8569,86.2945,1669394,1085106,73,65,2024-04-26,2024-10-19,,5,35.2,VEND156,0
WRK03052,Streetlight Installation - Meerut North,Streetlight Installation,Uttar Pradesh,Meerut,Meerut North,26.1872,81.7214,7139009,71390,3,1,2024-06-03,2025-09-14,,6,22.6,VEND001,0
WRK03109,Drainage Project - Howrah East,Drainage Project,West Bengal,Howrah,Howrah East,21.9421,88.0097,1827162,1790618,97,98,2024-04-27,2024-09-23,,3,77.5,VEND383,1
WRK00894,Public Toilet Complex - Jodhpur Rural,Public Toilet Complex,Rajasthan,Jodhpur,Jodhpur Rural,28.0111,74.3997,12569450,4147918,26,33,2023-08-22,2024-03-26,,11,22.3,VEND317,0
WRK00589,Health Sub-Centre - Nagpur Rural,Health Sub-Centre,Maharashtra,Nagpur,Nagpur Rural,19.7758,76.6117,11496890,7817885,61,68,2023-09-21,2025-01-08,,10,19.4,VEND206,0
WRK01557,Streetlight Installation - Bikaner West,Streetlight Installation,Rajasthan,Bikaner,Bikaner West,26.5164,74.6137,2733734,136686,5,5,2024-05-13,2025-07-11,,6,25.0,VEND312,0
WRK02009,Road Construction - Bikaner Central,Road Construction,Rajasthan,Bikaner,Bikaner Central,26.0843,73.0327,18000659,16920619,20,94,2024-05-12,2025-09-13,,2,75.9,VEND345,1
WRK01115,Drainage Project - Guwahati West,Drainage Project,Assam,Guwahati,Guwahati West,26.2085,91.8635,1130372,158252,10,14,2022-11-21,2024-03-14,,10,10.6,VEND141,0
WRK00029,Drainage Project - Panipat Central,Drainage Project,Haryana,Panipat,Panipat Central,28.5095,75.0532,3471070,1284295,38,37,2024-02-06,2024-10-27,,4,11.7,VEND293,0
WRK00269,Public Toilet Complex - Bhopal South,Public Toilet Complex,Madhya Pradesh,Bhopal,Bhopal South,23.2026,78.4113,5464543,4262343,80,78,2023-01-10,2024-03-22,,3,16.5,VEND029,0
WRK02702,Anganwadi Centre - Nashik North,Anganwadi Centre,Maharashtra,Nashik,Nashik North,20.8933,75.7596,8288957,2320907,28,28,2023-03-04,2024-05-03,,4,11.5,VEND136,0
WRK03001,Streetlight Installation - Kochi West,Streetlight Installation,Kerala,Kochi,Kochi West,9.6451,77.3374,4385059,0,4,0,2022-09-28,2023-10-21,,10,43.2,VEND366,0
WRK03856,School Building - Amritsar Rural,School Building,Punjab,Amritsar,Amritsar Rural,29.9763,75.1828,8945304,0,0,0,2023-01-24,2024-06-20,,4,15.9,VEND024,0
WRK01172,School Building - Bikaner North,School Building,Rajasthan,Bikaner,Bikaner North,25.9181,73.5546,17101037,12312746,67,72,2023-12-20,2024-05-20,,5,35.6,VEND128,0
WRK02342,Irrigation Canal - Gwalior North,Irrigation Canal,Madhya Pradesh,Gwalior,Gwalior North,24.2495,77.8133,426413,179093,40,42,2024-04-27,2025-07-08,,3,40.3,VEND306,0
WRK01297,Community Hall - Amritsar Rural,Community Hall,Punjab,Amritsar,Amritsar Rural,31.8324,74.5459,18159212,17251251,97,95,2024-03-01,2025-06-27,,4,69.3,VEND192,1
WRK01123,Health Sub-Centre - Faridabad South,Health Sub-Centre,Haryana,Faridabad,Faridabad South,29.8515,77.0858,1906227,781553,46,41,2024-02-02,2025-03-04,,10,27.2,VEND293,0
WRK02122,Road Construction - Kanpur East,Road Construction,Uttar Pradesh,Kanpur,Kanpur East,26.0986,79.7487,20109630,13272355,66,66,2024-07-11,2025-10-06,,5,19.9,VEND109,0
WRK02458,School Building - Thiruvananthapuram West,School Building,Kerala,Thiruvananthapuram,Thiruvananthapuram West,11.3798,75.9275,2242373,2107830,86,94,2023-03-29,2023-11-18,,4,13.6,VEND264,0
WRK00599,Streetlight Installation - Warangal Rural,Streetlight Installation,Telangana,Warangal,Warangal Rural,18.3046,79.9288,1155215,138625,10,12,2023-03-15,2024-08-21,,6,25.0,VEND358,0
WRK01453,Community Hall - Kota Urban,Community Hall,Rajasthan,Kota,Kota Urban,26.3038,74.8934,8703561,5396207,63,62,2023-09-28,2024-07-14,,9,43.5,VEND009,0
WRK01124,Public Toilet Complex - Kanpur South,Public Toilet Complex,Uttar Pradesh,Kanpur,Kanpur South,27.614,80.0488,2408800,409496,18,17,2022-08-11,2024-01-25,,4,36.0,VEND368,0
WRK01876,Drainage Project - Gaya West,Drainage Project,Bihar,Gaya,Gaya West,24.835,84.0937,4468115,1831927,40,41,2022-11-27,2023-05-06,,11,31.7,VEND287,0
WRK01031,School Building - Bikaner East,School Building,Rajasthan,Bikaner,Bikaner East,27.1094,73.2534,4312633,2501327,54,58,2024-06-13,2025-01-10,,4,15.3,VEND173,0
WRK03305,Drainage Project - Belagavi West,Drainage Project,Karnataka,Belagavi,Belagavi West,16.1925,75.4485,2413159,2051185,91,85,2022-12-17,2023-10-28,,4,45.0,VEND259,0
WRK01282,Road Construction - Guwahati Central,Road Construction,Assam,Guwahati,Guwahati Central,26.0039,92.4426,12984850,12595304,90,97,2024-08-25,2024-12-28,,5,55.3,VEND291,1
WRK02984,Streetlight Installation - Kozhikode South,Streetlight Installation,Kerala,Kozhikode,Kozhikode South,10.6304,75.1305,599750,173927,30,29,2022-09-09,2023-02-04,,8,11.6,VEND038,0
WRK03452,School Building - Madurai North,School Building,Tamil Nadu,Madurai,Madurai North,11.2734,77.8611,12205993,1830898,13,15,2022-11-16,2024-01-22,,7,28.4,VEND001,0
WRK03513,Water Supply Scheme - Darjeeling Central,Water Supply Scheme,West Bengal,Darjeeling,Darjeeling Central,22.2076,87.9365,2777177,2360600,90,85,2023-04-14,2024-01-04,,5,17.6,VEND230,0
WRK02473,Water Supply Scheme - Gurugram North,Water Supply Scheme,Haryana,Gurugram,Gurugram North,29.0199,74.8575,23315522,13523002,53,58,2023-09-25,2024-11-05,,4,24.1,VEND279,0
WRK01476,Irrigation Canal - Jalandhar North,Irrigation Canal,Punjab,Jalandhar,Jalandhar North,30.4744,75.5979,2480741,545763,19,22,2022-04-27,2023-08-28,,8,23.3,VEND059,0
WRK00256,Anganwadi Centre - Hyderabad East,Anganwadi Centre,Telangana,Hyderabad,Hyderabad East,18.3636,78.4238,11997413,9957852,85,83,2022-11-14,2024-03-28,,6,12.3,VEND225,0
WRK03324,Water Supply Scheme - Kozhikode South,Water Supply Scheme,Kerala,Kozhikode,Kozhikode South,10.8078,77.2229,5964529,3459426,51,58,2023-01-04,2023-12-28,,8,14.3,VEND176,0
WRK01378,School Building - Panipat West,School Building,Haryana,Panipat,Panipat West,29.0333,76.7119,2685947,1611568,58,60,2022-06-21,2023-09-26,,12,35.5,VEND191,0
WRK01330,Health Sub-Centre - Indore East,Health Sub-Centre,Madhya Pradesh,Indore,Indore East,24.594,77.4779,7392982,1996105,24,27,2022-12-02,2024-01-15,,7,16.7,VEND172,0
WRK02545,Community Hall - Muzaffarpur Urban,Community Hall,Bihar,Muzaffarpur,Muzaffarpur Urban,25.2617,85.3114,553986,138496,18,25,2023-04-13,2023-09-12,,5,44.8,VEND162,0
WRK03264,Streetlight Installation - Bhubaneswar East,Streetlight Installation,Odisha,Bhubaneswar,Bhubaneswar East,21.4954,85.3994,8202717,2296760,24,28,2024-08-15,2024-12-28,,6,12.1,VEND205,0
WRK00108,Public Toilet Complex - Mysuru South,Public Toilet Complex,Karnataka,Mysuru,Mysuru South,14.2341,76.2689,1187460,118746,5,10,2022-08-01,2023-06-10,,7,29.5,VEND067,0
WRK03323,Drainage Project - Hyderabad West,Drainage Project,Telangana,Hyderabad,Hyderabad West,17.7226,80.0534,8950484,805543,5,9,2024-06-03,2025-10-25,,6,21.7,VEND222,0
WRK01081,Irrigation Canal - Nizamabad South,Irrigation Canal,Telangana,Nizamabad,Nizamabad South,17.3523,79.258,2769325,2326233,78,84,2024-07-04,2025-09-22,,3,18.8,VEND209,0
WRK03408,School Building - Kanpur South,School Building,Uttar Pradesh,Kanpur,Kanpur South,27.0779,81.2211,2612632,156757,10,6,2022-04-07,2023-06-10,,12,19.5,VEND133,0
WRK03883,School Building - Thrissur South,School Building,Kerala,Thrissur,Thrissur South,10.1939,76.4411,4666914,1166728,32,25,2022-09-15,2024-02-19,,10,35.8,VEND310,0
WRK03761,Irrigation Canal - Gaya West,Irrigation Canal,Bihar,Gaya,Gaya West,25.0787,84.8411,2245497,2065857,34,92,2022-08-21,2024-01-10,,3,58.8,VEND107,1
WRK02063,Public Toilet Complex - Asansol North,Public Toilet Complex,West Bengal,Asansol,Asansol North,21.7357,87.7547,564055,203059,28,36,2022-09-09,2023-03-08,,9,21.1,VEND222,0
WRK03690,Water Supply Scheme - Bhubaneswar West,Water Supply Scheme,Odisha,Bhubaneswar,Bhubaneswar West,20.2394,85.2713,2035841,20358,1,1,2024-02-25,2025-05-31,,3,36.9,VEND317,0
WRK03524,Community Hall - Bhubaneswar East,Community Hall,Odisha,Bhubaneswar,Bhubaneswar East,20.8151,83.8328,11750797,11163257,21,95,2022-06-21,2023-06-18,,5,62.4,VEND393,1
WRK03260,Community Hall - Hyderabad North,Community Hall,Telangana,Hyderabad,Hyderabad North,18.9229,80.2475,888513,319864,33,36,2023-01-04,2024-06-16,,9,11.0,VEND253,0
WRK01650,Water Supply Scheme - Ludhiana East,Water Supply Scheme,Punjab,Ludhiana,Ludhiana East,32.2987,75.5937,412720,354939,78,86,2022-05-14,2023-01-19,,3,38.3,VEND153,0
WRK01066,Irrigation Canal - Siliguri East,Irrigation Canal,West Bengal,Siliguri,Siliguri East,22.9347,86.8041,19072341,2479404,17,13,2022-05-07,2023-09-28,,11,20.1,VEND114,0
WRK00552,Streetlight Installation - Jalandhar Urban,Streetlight Installation,Punjab,Jalandhar,Jalandhar Urban,31.6743,74.3552,3328355,3195220,95,96,2023-01-05,2023-09-07,,5,78.4,VEND169,1
WRK03904,Drainage Project - Bengaluru Urban West,Drainage Project,Karnataka,Bengaluru Urban,Bengaluru Urban West,15.4864,75.5528,5784720,4569928,82,79,2024-05-10,2025-05-16,,7,33.1,VEND148,0
WRK02098,Drainage Project - Cuttack Urban,Drainage Project,Odisha,Cuttack,Cuttack Urban,21.3406,83.8068,587389,35243,11,6,2024-01-19,2025-07-11,,4,33.5,VEND314,0
WRK00910,School Building - Bikaner Central,School Building,Rajasthan,Bikaner,Bikaner Central,25.9986,74.1629,10826702,6387754,52,59,2022-05-26,2023-03-19,,7,12.7,VEND071,0
WRK00383,Drainage Project - Agra East,Drainage Project,Uttar Pradesh,Agra,Agra East,27.3235,81.9933,4391555,922226,18,21,2024-05-28,2024-10-19,,7,26.0,VEND086,0
